Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,80.235.90.84,Harju,2021-03-14T20:16:28.846Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:d081:b721:407a:287f,Harju,2021-03-14T18:15:39.794Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8413:d380:8082:b85a:8b94:5d9f,Harju,2021-03-14T17:10:31.015Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,80.235.90.84,Harju,2021-03-14T16:39:55.728Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,80.235.90.84,Harju,2021-03-14T16:39:55.716Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8413:d380:8082:b85a:8b94:5d9f,Harju,2021-03-14T13:45:23.739Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8413:d380:acf0:d10d:2dc0:b055,Harju,2021-03-14T13:01:04.899Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,80.235.90.84,Harju,2021-03-14T12:53:13.653Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,80.235.90.84,Harju,2021-03-14T12:53:13.639Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:d081:b721:407a:287f,Harju,2021-03-14T12:00:20.579Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8413:d380:d9ec:fb96:2a26:d1b,Harju,2021-03-14T11:57:10.324Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,80.235.90.84,Harju,2021-03-14T11:53:34.874Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:c831:3465:4102:b1e9,Harju,2021-03-14T11:36:57.663Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:def:e1cb:9cf6:bd09,Harju,2021-03-14T07:46:13.192Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:def:e1cb:9cf6:bd09,Harju,2021-03-13T15:37:01.937Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8413:d380:c119:acdd:b7b7:1e20,Harju,2021-03-13T14:24:52.371Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8413:d380:554c:12b0:4d9c:33af,Harju,2021-03-13T12:16:27.502Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,80.235.90.84,Harju,2021-03-13T11:47:29.954Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:78e9:18f1:e133:5103,Harju,2021-03-13T11:34:08.658Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:4d39:431d:3f1e:17d7,Harju,2021-03-13T11:05:02.687Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:e8f1:da30:74d6:107b,Harju,2021-03-13T08:11:30.259Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,46.131.46.198,Harju,2021-03-13T07:33:41.219Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:5c4a:b480:325f:8a3,Harju,2021-03-12T17:03:22.334Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:55e9:442e:2b75:3fb8,Harju,2021-03-12T10:25:36.585Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:c05d:acfa:4101:257d,Harju,2021-03-12T09:26:42.315Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:55e9:442e:2b75:3fb8,Harju,2021-03-11T20:44:30.008Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:85dc:576b:cc55:18a2,Harju,2021-03-11T19:40:45.988Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:b1c1:ca41:810f:ba6e,Harju,2021-03-11T17:28:23.360Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8413:d380:74c5:a917:d7bd:decc,Harju,2021-03-11T11:32:01.250Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8413:d380:74c5:a917:d7bd:decc,Harju,2021-03-11T11:32:01.238Z
NFAPPL-01-IPAD8=9-65E242DA16AE7D6FF1C057093661BAA153CB857F50721602ABAC3F4588654EDE,EE,Apple iPad Pro 4 9 (TBD) iPad,Apple iPad Pro 4 9 (TBD) iPad,2001:7d0:8413:d380:48bf:c63b:3235:3133,Harju,2021-03-10T21:11:58.060Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:7c99:abfa:e585:3b74,Harju,2021-03-10T20:47:03.628Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:2de9:9e00:971d:9f27,Harju,2021-03-10T19:07:43.251Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:5460:10a7:d7ed:4481,Harju,2021-03-10T18:26:20.762Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,46.131.56.245,Harju,2021-03-10T14:47:04.787Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:c4e9:a2f5:f93a:2fa1,Harju,2021-03-10T12:42:47.230Z
NFAPPL-01-IPAD8=9-65E242DA16AE7D6FF1C057093661BAA153CB857F50721602ABAC3F4588654EDE,EE,Apple iPad Pro 4 9 (TBD) iPad,Apple iPad Pro 4 9 (TBD) iPad,2001:7d0:8413:d380:48bf:c63b:3235:3133,Harju,2021-03-09T20:02:15.499Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:583d:9b80:917c:1c77,Harju,2021-03-09T19:20:06.878Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8413:d380:805f:d057:4b41:cdb3,Harju,2021-03-08T17:37:40.213Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:cd2e:bab7:cf24:1c09,Harju,2021-03-08T17:01:13.767Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,46.131.37.192,Harju,2021-03-08T12:49:41.858Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8413:d380:8535:4b7e:371d:56f1,Harju,2021-03-08T12:11:52.922Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),80.235.90.84,Harju,2021-03-08T11:19:25.735Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:c5c5:bb23:5368:2df2,Harju,2021-03-08T11:11:36.421Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8413:d380:8535:4b7e:371d:56f1,Harju,2021-03-08T10:04:52.961Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:218c:8fad:6efe:7eb6,Harju,2021-03-07T20:34:52.362Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:a4c3:2745:2352:573a,Harju,2021-03-07T17:32:29.831Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8413:d380:26:1515:8ef0:7766,Harju,2021-03-07T10:21:54.139Z
NFAPPL-01-IPAD8=9-65E242DA16AE7D6FF1C057093661BAA153CB857F50721602ABAC3F4588654EDE,EE,Apple iPad Pro 4 9 (TBD) iPad,Apple iPad Pro 4 9 (TBD) iPad,2001:7d0:8413:d380:edc5:473d:6fb2:c04f,Harju,2021-03-06T20:45:47.082Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8413:d380:78e7:cb1c:9d74:3f5a,Harju,2021-03-06T09:13:36.780Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:11f3:9cd7:9e95:66ad,Harju,2021-03-06T08:19:35.965Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,195.250.190.242,Harju,2021-03-06T07:21:14.618Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:8de8:4dd9:2ae7:6bcd,Harju,2021-03-06T06:29:06.746Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:8de8:4dd9:2ae7:6bcd,Harju,2021-03-06T06:18:45.481Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:c4be:ad3a:4492:ab54,Harju,2021-03-05T20:40:23.811Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),80.235.90.84,Harju,2021-03-05T19:29:11.772Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8413:d380:8cdc:f9a4:6894:661e,Harju,2021-03-05T18:57:46.455Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8413:d380:add5:85ef:2357:7539,Harju,2021-03-05T18:22:32.901Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8413:d380:fd08:2797:a92b:3a6b,Harju,2021-03-05T17:50:12.330Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8413:d380:2854:946c:4fa5:a0f7,Harju,2021-03-05T11:31:44.740Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),80.235.90.84,Harju,2021-03-04T14:30:18.507Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,46.131.43.244,Harju,2021-03-04T13:25:51.655Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8418:db00:d534:821b:3e6e:9642,Harju,2021-03-04T07:50:16.538Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:e02f:31b3:cdb:448d,Harju,2021-03-03T18:47:44.834Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),88.196.58.210,Harju,2021-03-03T18:46:37.275Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8418:db00:cc8b:7100:f338:b272,Harju,2021-03-02T20:12:26.743Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:c9e0:4a71:a507:a695,Harju,2021-03-02T12:47:22.708Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8418:db00:7ca3:8ab0:c0f4:4dbc,Harju,2021-03-02T10:59:39.418Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),88.196.58.210,Harju,2021-03-02T10:29:17.752Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:b1f2:d3f0:fbda:6df6,Harju,2021-03-02T07:27:31.403Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:50fb:2203:eee7:fb4,Harju,2021-03-01T20:42:47.619Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),88.196.58.210,Harju,2021-03-01T19:01:16.141Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:8d6a:564d:a261:9663,Harju,2021-03-01T18:11:41.981Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8418:db00:e1b5:8837:9989:6b2a,Harju,2021-03-01T07:49:20.524Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:e00c:e66b:cbea:6f32,Harju,2021-02-28T18:58:02.348Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),88.196.58.210,Harju,2021-02-28T17:51:49.878Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:b407:ed8f:1111:821f,Harju,2021-02-28T12:55:51.248Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:c6a:905e:5d2a:6744,Harju,2021-02-28T09:01:04.238Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,46.131.44.203,Unknown,2021-02-28T08:11:14.095Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8418:db00:1d80:1c22:f4db:e020,Harju,2021-02-28T06:45:30.090Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8418:db00:1d80:1c22:f4db:e020,Harju,2021-02-27T20:30:09.610Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:d86d:34e5:7485:d290,Harju,2021-02-27T20:18:25.369Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),88.196.58.210,Harju,2021-02-27T20:17:45.797Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:8552:939:a93f:9627,Harju,2021-02-27T14:04:00.604Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:43b:46b8:a414:a362,Harju,2021-02-26T20:00:19.371Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:8089:fc96:bd77:a591,Harju,2021-02-26T19:25:04.073Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:4014:c30f:d48f:7399,Harju,2021-02-26T12:30:42.642Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,46.131.44.203,Unknown,2021-02-25T22:28:53.986Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),46.131.48.140,Harju,2021-02-25T10:04:23.074Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:d51f:9904:2c0a:6cb1,Harju,2021-02-25T07:41:33.809Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:5870:67fd:5422:6101,Harju,2021-02-24T19:28:00.857Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:3cfe:bd29:9300:adac,Harju,2021-02-24T19:24:30.729Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),88.196.58.210,Harju,2021-02-24T19:23:40.289Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:d068:adc0:3ad7:b58b,Harju,2021-02-24T15:51:38.039Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:6d7b:fc9e:d805:da28,Harju,2021-02-24T15:40:17.673Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:456:e807:7090:379,Harju,2021-02-24T15:24:10.757Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:e918:98f4:431f:4b74,Harju,2021-02-24T14:59:32.773Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:f81d:f889:ae3c:21d4,Harju,2021-02-24T14:58:03.101Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:8012:d3d7:54a:6df0,Harju,2021-02-24T14:12:30.255Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:89d4:68e0:2660:2009,Harju,2021-02-23T15:28:27.002Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),46.131.48.140,Harju,2021-02-22T19:40:49.129Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8418:db00:d9ea:610:2202:99a4,Harju,2021-02-22T12:12:47.069Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),88.196.58.210,Harju,2021-02-22T09:30:45.713Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8418:db00:d8ce:83da:bcfe:5da,Harju,2021-02-21T17:23:28.354Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),88.196.58.210,Harju,2021-02-21T17:22:12.613Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:840a:a980:3812:f1f:98d4:73a6,Harju,2021-02-20T13:04:19.396Z
NFCDSF-01-F216Z96DL0E2X5N5TA9DU19QFMK9C8,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.125.59,Harju,2021-02-19T10:42:57.096Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:840a:a980:1461:e860:b887:bfb0,Harju,2021-02-18T19:43:34.889Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:840a:a980:d13:f16d:53e7:d567,Harju,2021-02-18T17:37:58.597Z
